timestamp_utc,elapsed_time_s,cycle_index,step_index,commanded_heater_temp_C,step_duration_ticks,step_duration_ms,heater_heat_stable,sensor_status_raw,gas_resistance_ohm,sensor_temperature_C,sensor_humidity_RH,pressure_Pa,backend,i2c_addr,sample_name,specimen_id,storage,notes,profile_name,profile_hash
2025-10-20T09:23:31.143831+00:00,0.0,3,1,210,32,4480,True,176,66184.08,23.2,47.11,100335.14,coines,0x76,Natural Air > Inside,Natural Air > Inside,countertop,test,HP-502-20sDwell,9f4083447f1c7bdde53315499bfa3fe64d7a2169
2025-10-20T09:23:31.933566+00:00,0.797,3,2,265,2,280,True,176,35106.96,25.09,46.55,100369.72,coines,0x76,Natural Air > Inside,Natural Air > Inside,countertop,test,HP-502-20sDwell,9f4083447f1c7bdde53315499bfa3fe64d7a2169
2025-10-20T09:23:40.563052+00:00,8.625,3,3,265,30,4200,True,176,95647.3,24.65,45.33,100365.55,coines,0x76,Natural Air > Inside,Natural Air > Inside,countertop,test,HP-502-20sDwell,9f4083447f1c7bdde53315499bfa3fe64d7a2169
2025-10-20T09:23:41.339810+00:00,0.781,3,4,320,2,280,True,176,51895.4,25.88,45.25,100368.45,coines,0x76,Natural Air > Inside,Natural Air > Inside,countertop,test,HP-502-20sDwell,9f4083447f1c7bdde53315499bfa3fe64d7a2169
2025-10-20T09:23:49.974247+00:00,8.625,3,5,320,30,4200,True,176,128772.63,25.01,44.5,100369.93,coines,0x76,Natural Air > Inside,Natural Air > Inside,countertop,test,HP-502-20sDwell,9f4083447f1c7bdde53315499bfa3fe64d7a2169
2025-10-20T09:23:59.157408+00:00,9.188,3,6,265,32,4480,True,176,161412.36,23.97,44.45,100339.77,coines,0x76,Natural Air > Inside,Natural Air > Inside,countertop,test,HP-502-20sDwell,9f4083447f1c7bdde53315499bfa3fe64d7a2169
2025-10-20T09:24:08.333415+00:00,9.172,3,7,210,32,4480,True,176,176795.58,23.85,44.74,100337.95,coines,0x76,Natural Air > Inside,Natural Air > Inside,countertop,test,HP-502-20sDwell,9f4083447f1c7bdde53315499bfa3fe64d7a2169
2025-10-20T09:24:17.517967+00:00,9.187,3,8,155,32,4480,True,176,318308.97,23.65,45.05,100337.02,coines,0x76,Natural Air > Inside,Natural Air > Inside,countertop,test,HP-502-20sDwell,9f4083447f1c7bdde53315499bfa3fe64d7a2169
2025-10-20T09:24:26.710679+00:00,9.188,3,9,100,32,4480,True,176,893347.88,23.37,45.87,100330.2,coines,0x76,Natural Air > Inside,Natural Air > Inside,countertop,test,HP-502-20sDwell,9f4083447f1c7bdde53315499bfa3fe64d7a2169
2025-10-20T09:24:35.896553+00:00,9.187,3,10,155,32,4480,True,176,224217.2,23.54,45.6,100332.12,coines,0x76,Natural Air > Inside,Natural Air > Inside,countertop,test,HP-502-20sDwell,9f4083447f1c7bdde53315499bfa3fe64d7a2169
2025-10-20T09:25:05.093765+00:00,29.203,4,1,210,32,4480,True,176,68577.55,23.18,47.19,100338.9,coines,0x76,Natural Air > Inside,Natural Air > Inside,countertop,test,HP-502-20sDwell,9f4083447f1c7bdde53315499bfa3fe64d7a2169
2025-10-20T09:25:05.887693+00:00,0.797,4,2,265,2,280,True,176,36771.04,25.06,46.67,100376.34,coines,0x76,Natural Air > Inside,Natural Air > Inside,countertop,test,HP-502-20sDwell,9f4083447f1c7bdde53315499bfa3fe64d7a2169
2025-10-20T09:25:14.518319+00:00,8.625,4,3,265,30,4200,True,176,100372.48,24.64,45.4,100370.95,coines,0x76,Natural Air > Inside,Natural Air > Inside,countertop,test,HP-502-20sDwell,9f4083447f1c7bdde53315499bfa3fe64d7a2169
2025-10-20T09:25:15.303236+00:00,0.782,4,4,320,2,280,True,176,55220.02,25.8,45.23,100380.34,coines,0x76,Natural Air > Inside,Natural Air > Inside,countertop,test,HP-502-20sDwell,9f4083447f1c7bdde53315499bfa3fe64d7a2169
2025-10-20T09:25:23.928662+00:00,8.625,4,5,320,30,4200,True,176,136496.94,25.03,44.35,100369.75,coines,0x76,Natural Air > Inside,Natural Air > Inside,countertop,test,HP-502-20sDwell,9f4083447f1c7bdde53315499bfa3fe64d7a2169
2025-10-20T09:25:33.103484+00:00,9.187,4,6,265,32,4480,True,176,167923.91,23.94,44.5,100336.39,coines,0x76,Natural Air > Inside,Natural Air > Inside,countertop,test,HP-502-20sDwell,9f4083447f1c7bdde53315499bfa3fe64d7a2169
2025-10-20T09:25:42.280805+00:00,9.172,4,7,210,32,4480,True,176,182076.81,23.82,44.78,100333.3,coines,0x76,Natural Air > Inside,Natural Air > Inside,countertop,test,HP-502-20sDwell,9f4083447f1c7bdde53315499bfa3fe64d7a2169
2025-10-20T09:25:51.456828+00:00,9.172,4,8,155,32,4480,True,176,322824.72,23.63,45.13,100342.15,coines,0x76,Natural Air > Inside,Natural Air > Inside,countertop,test,HP-502-20sDwell,9f4083447f1c7bdde53315499bfa3fe64d7a2169
2025-10-20T09:26:00.633128+00:00,9.172,4,9,100,32,4480,True,176,908808.5,23.4,45.79,100332.51,coines,0x76,Natural Air > Inside,Natural Air > Inside,countertop,test,HP-502-20sDwell,9f4083447f1c7bdde53315499bfa3fe64d7a2169
2025-10-20T09:26:09.805408+00:00,9.172,4,10,155,32,4480,True,176,227353.47,23.54,45.79,100331.63,coines,0x76,Natural Air > Inside,Natural Air > Inside,countertop,test,HP-502-20sDwell,9f4083447f1c7bdde53315499bfa3fe64d7a2169
2025-10-20T09:26:38.999816+00:00,29.203,5,1,210,32,4480,True,176,69527.43,23.2,47.2,100336.34,coines,0x76,Natural Air > Inside,Natural Air > Inside,countertop,test,HP-502-20sDwell,9f4083447f1c7bdde53315499bfa3fe64d7a2169
2025-10-20T09:26:39.778324+00:00,0.781,5,2,265,2,280,True,176,37746.98,25.09,46.7,100369.88,coines,0x76,Natural Air > Inside,Natural Air > Inside,countertop,test,HP-502-20sDwell,9f4083447f1c7bdde53315499bfa3fe64d7a2169
2025-10-20T09:26:48.404609+00:00,8.625,5,3,265,30,4200,True,176,102420.48,24.64,45.55,100364.09,coines,0x76,Natural Air > Inside,Natural Air > Inside,countertop,test,HP-502-20sDwell,9f4083447f1c7bdde53315499bfa3fe64d7a2169
2025-10-20T09:26:49.189531+00:00,0.781,5,4,320,2,280,True,176,57566.9,25.82,45.18,100376.24,coines,0x76,Natural Air > Inside,Natural Air > Inside,countertop,test,HP-502-20sDwell,9f4083447f1c7bdde53315499bfa3fe64d7a2169
2025-10-20T09:26:57.805558+00:00,8.61,5,5,320,30,4200,True,176,141358.36,25.05,44.41,100363.0,coines,0x76,Natural Air > Inside,Natural Air > Inside,countertop,test,HP-502-20sDwell,9f4083447f1c7bdde53315499bfa3fe64d7a2169
2025-10-20T09:27:06.983009+00:00,9.187,5,6,265,32,4480,True,176,170951.59,23.95,44.42,100334.39,coines,0x76,Natural Air > Inside,Natural Air > Inside,countertop,test,HP-502-20sDwell,9f4083447f1c7bdde53315499bfa3fe64d7a2169
2025-10-20T09:27:16.174788+00:00,9.188,5,7,210,32,4480,True,176,184238.94,23.81,44.79,100331.91,coines,0x76,Natural Air > Inside,Natural Air > Inside,countertop,test,HP-502-20sDwell,9f4083447f1c7bdde53315499bfa3fe64d7a2169
2025-10-20T09:27:25.353142+00:00,9.187,5,8,155,32,4480,True,176,325907.06,23.63,45.48,100330.53,coines,0x76,Natural Air > Inside,Natural Air > Inside,countertop,test,HP-502-20sDwell,9f4083447f1c7bdde53315499bfa3fe64d7a2169
2025-10-20T09:27:34.545762+00:00,9.188,5,9,100,32,4480,True,176,914285.69,23.36,46.11,100322.91,coines,0x76,Natural Air > Inside,Natural Air > Inside,countertop,test,HP-502-20sDwell,9f4083447f1c7bdde53315499bfa3fe64d7a2169
