timestamp_utc,elapsed_time_s,cycle_index,step_index,commanded_heater_temp_C,step_duration_ticks,step_duration_ms,heater_heat_stable,sensor_status_raw,gas_resistance_ohm,sensor_temperature_C,sensor_humidity_RH,pressure_Pa,backend,i2c_addr,sample_name,specimen_id,storage,notes,profile_name,profile_hash
2025-10-20T16:50:33.748182+00:00,0.0,3,1,210,32,4480,True,176,35904.63,22.18,51.19,100002.12,coines,0x76,Natural Air > Inside,Natural Air > Inside,countertop,Retest after coffee,HP-502-5sDwell,66445e88f001593fb419479e549f4fa07d7cc84b
2025-10-20T16:50:34.135519+00:00,0.39,3,2,265,2,280,True,176,24544.58,23.49,48.43,100011.0,coines,0x76,Natural Air > Inside,Natural Air > Inside,countertop,Retest after coffee,HP-502-5sDwell,66445e88f001593fb419479e549f4fa07d7cc84b
2025-10-20T16:50:38.445695+00:00,4.297,3,3,265,30,4200,True,176,80326.33,25.24,48.68,100045.53,coines,0x76,Natural Air > Inside,Natural Air > Inside,countertop,Retest after coffee,HP-502-5sDwell,66445e88f001593fb419479e549f4fa07d7cc84b
2025-10-20T16:50:38.836192+00:00,0.391,3,4,320,2,280,True,176,68139.48,24.87,47.12,100044.88,coines,0x76,Natural Air > Inside,Natural Air > Inside,countertop,Retest after coffee,HP-502-5sDwell,66445e88f001593fb419479e549f4fa07d7cc84b
2025-10-20T16:50:43.144912+00:00,4.312,3,5,320,30,4200,True,176,169424.22,25.9,47.34,100050.12,coines,0x76,Natural Air > Inside,Natural Air > Inside,countertop,Retest after coffee,HP-502-5sDwell,66445e88f001593fb419479e549f4fa07d7cc84b
2025-10-20T16:50:47.735735+00:00,4.594,3,6,265,32,4480,True,176,110368.62,25.14,46.34,100041.11,coines,0x76,Natural Air > Inside,Natural Air > Inside,countertop,Retest after coffee,HP-502-5sDwell,66445e88f001593fb419479e549f4fa07d7cc84b
2025-10-20T16:50:52.333434+00:00,4.594,3,7,210,32,4480,True,176,61200.09,23.96,47.13,100009.66,coines,0x76,Natural Air > Inside,Natural Air > Inside,countertop,Retest after coffee,HP-502-5sDwell,66445e88f001593fb419479e549f4fa07d7cc84b
2025-10-20T16:50:56.916713+00:00,4.594,3,8,155,32,4480,True,176,88306.31,23.85,47.87,100004.02,coines,0x76,Natural Air > Inside,Natural Air > Inside,countertop,Retest after coffee,HP-502-5sDwell,66445e88f001593fb419479e549f4fa07d7cc84b
2025-10-20T16:51:01.500984+00:00,4.578,3,9,100,32,4480,True,176,305489.25,23.7,47.76,99999.96,coines,0x76,Natural Air > Inside,Natural Air > Inside,countertop,Retest after coffee,HP-502-5sDwell,66445e88f001593fb419479e549f4fa07d7cc84b
2025-10-20T16:51:06.090006+00:00,4.593,3,10,155,32,4480,True,176,66184.08,23.45,48.19,99994.72,coines,0x76,Natural Air > Inside,Natural Air > Inside,countertop,Retest after coffee,HP-502-5sDwell,66445e88f001593fb419479e549f4fa07d7cc84b
2025-10-20T16:51:15.680633+00:00,9.579,4,1,210,32,4480,True,176,35724.25,22.29,50.89,99980.6,coines,0x76,Natural Air > Inside,Natural Air > Inside,countertop,Retest after coffee,HP-502-5sDwell,66445e88f001593fb419479e549f4fa07d7cc84b
2025-10-20T16:51:16.068479+00:00,0.39,4,2,265,2,280,True,176,24743.86,23.61,48.03,99989.05,coines,0x76,Natural Air > Inside,Natural Air > Inside,countertop,Retest after coffee,HP-502-5sDwell,66445e88f001593fb419479e549f4fa07d7cc84b
2025-10-20T16:51:20.377973+00:00,4.313,4,3,265,30,4200,True,176,82262.21,25.37,48.27,100018.23,coines,0x76,Natural Air > Inside,Natural Air > Inside,countertop,Retest after coffee,HP-502-5sDwell,66445e88f001593fb419479e549f4fa07d7cc84b
2025-10-20T16:51:20.766186+00:00,0.39,4,4,320,2,280,True,176,69868.99,24.95,46.78,100014.07,coines,0x76,Natural Air > Inside,Natural Air > Inside,countertop,Retest after coffee,HP-502-5sDwell,66445e88f001593fb419479e549f4fa07d7cc84b
