timestamp_utc,cycle_index,step_index,commanded_heater_temp_C,step_duration_ticks,step_duration_ms,heater_heat_stable,sensor_status_raw,gas_resistance_ohm,sensor_temperature_C,sensor_humidity_RH,pressure_Pa,backend,i2c_addr,sample_name,specimen_id,storage,notes,profile_name,profile_hash
2025-10-16T15:32:29.445150+00:00,3,1,210,32,4480,True,176,342933.69,29.59,27.01,100827.11,coines,0x76,a,a,refrigerated,test,HP-502,aac0eeab6dc21836751ca27fe588aa00e7228bce
2025-10-16T15:32:30.231711+00:00,3,2,265,2,280,True,176,143256.86,31.2,27.04,100842.85,coines,0x76,a,a,refrigerated,test,HP-502,aac0eeab6dc21836751ca27fe588aa00e7228bce
2025-10-16T15:32:38.857709+00:00,3,3,265,30,4200,True,176,286754.41,30.85,26.4,100852.8,coines,0x76,a,a,refrigerated,test,HP-502,aac0eeab6dc21836751ca27fe588aa00e7228bce
2025-10-16T15:32:39.637878+00:00,3,4,320,2,280,True,176,160955.67,31.88,26.35,100852.58,coines,0x76,a,a,refrigerated,test,HP-502,aac0eeab6dc21836751ca27fe588aa00e7228bce
2025-10-16T15:32:48.266406+00:00,3,5,320,30,4200,True,176,403626.34,31.22,25.94,100859.01,coines,0x76,a,a,refrigerated,test,HP-502,aac0eeab6dc21836751ca27fe588aa00e7228bce
2025-10-16T15:32:57.449891+00:00,3,6,265,32,4480,True,176,540797.44,29.99,26.17,100828.82,coines,0x76,a,a,refrigerated,test,HP-502,aac0eeab6dc21836751ca27fe588aa00e7228bce
2025-10-16T15:33:06.627830+00:00,3,7,210,32,4480,True,176,782276.56,29.81,26.47,100825.34,coines,0x76,a,a,refrigerated,test,HP-502,aac0eeab6dc21836751ca27fe588aa00e7228bce
2025-10-16T15:33:15.822368+00:00,3,8,155,32,4480,True,176,1558303.25,29.53,26.87,100822.45,coines,0x76,a,a,refrigerated,test,HP-502,aac0eeab6dc21836751ca27fe588aa00e7228bce
2025-10-16T15:33:24.992578+00:00,3,9,100,32,4480,True,176,5121600.5,29.21,27.4,100821.34,coines,0x76,a,a,refrigerated,test,HP-502,aac0eeab6dc21836751ca27fe588aa00e7228bce
2025-10-16T15:33:34.171275+00:00,3,10,155,32,4480,True,176,1018652.06,29.38,27.28,100820.23,coines,0x76,a,a,refrigerated,test,HP-502,aac0eeab6dc21836751ca27fe588aa00e7228bce
