timestamp_utc,elapsed_time_s,cycle_index,step_index,commanded_heater_temp_C,step_duration_ticks,step_duration_ms,heater_heat_stable,sensor_status_raw,gas_resistance_ohm,sensor_temperature_C,sensor_humidity_RH,pressure_Pa,backend,i2c_addr,sample_name,specimen_id,storage,notes,profile_name,profile_hash
2025-10-18T17:24:17.357975+00:00,0.0,3,1,210,32,4480,True,176,120584.08,24.09,41.09,100835.06,coines,0x76,Natural Air > Inside,Natural Air > Inside,countertop,,HP-502,aac0eeab6dc21836751ca27fe588aa00e7228bce
2025-10-18T17:24:18.135260+00:00,0.7809999999881256,3,2,265,2,280,True,176,58634.91,25.89,40.86,100867.27,coines,0x76,Natural Air > Inside,Natural Air > Inside,countertop,,HP-502,aac0eeab6dc21836751ca27fe588aa00e7228bce
2025-10-18T17:24:26.769384+00:00,8.625,3,3,265,30,4200,True,176,145330.69,25.36,39.93,100866.46,coines,0x76,Natural Air > Inside,Natural Air > Inside,countertop,,HP-502,aac0eeab6dc21836751ca27fe588aa00e7228bce
2025-10-18T17:24:27.549417+00:00,0.7820000000065193,3,4,320,2,280,True,176,67653.27,26.52,39.69,100874.19,coines,0x76,Natural Air > Inside,Natural Air > Inside,countertop,,HP-502,aac0eeab6dc21836751ca27fe588aa00e7228bce
2025-10-18T17:24:36.169077+00:00,8.625,3,5,320,30,4200,True,176,135845.05,25.67,39.38,100868.61,coines,0x76,Natural Air > Inside,Natural Air > Inside,countertop,,HP-502,aac0eeab6dc21836751ca27fe588aa00e7228bce
2025-10-18T17:24:45.339886+00:00,9.171000000002095,3,6,265,32,4480,True,176,213288.89,24.58,39.61,100841.02,coines,0x76,Natural Air > Inside,Natural Air > Inside,countertop,,HP-502,aac0eeab6dc21836751ca27fe588aa00e7228bce
2025-10-18T17:24:54.515620+00:00,9.171999999991385,3,7,210,32,4480,True,176,262295.09,24.36,39.89,100836.9,coines,0x76,Natural Air > Inside,Natural Air > Inside,countertop,,HP-502,aac0eeab6dc21836751ca27fe588aa00e7228bce
2025-10-18T17:25:03.705330+00:00,9.188000000009197,3,8,155,32,4480,True,176,529883.56,24.1,40.58,100833.76,coines,0x76,Natural Air > Inside,Natural Air > Inside,countertop,,HP-502,aac0eeab6dc21836751ca27fe588aa00e7228bce
2025-10-18T17:25:12.880514+00:00,9.171999999991385,3,9,100,32,4480,True,176,1661663.25,23.79,41.14,100832.3,coines,0x76,Natural Air > Inside,Natural Air > Inside,countertop,,HP-502,aac0eeab6dc21836751ca27fe588aa00e7228bce
2025-10-18T17:25:22.055283+00:00,9.172000000005937,3,10,155,32,4480,True,176,326530.62,23.99,40.89,100834.67,coines,0x76,Natural Air > Inside,Natural Air > Inside,countertop,,HP-502,aac0eeab6dc21836751ca27fe588aa00e7228bce
2025-10-18T17:25:31.225432+00:00,9.171000000002095,4,1,210,32,4480,True,176,125829.45,24.23,40.25,100835.31,coines,0x76,Natural Air > Inside,Natural Air > Inside,countertop,,HP-502,aac0eeab6dc21836751ca27fe588aa00e7228bce
2025-10-18T17:25:32.002262+00:00,0.7819999999919673,4,2,265,2,280,True,176,61820.82,26.02,40.38,100863.84,coines,0x76,Natural Air > Inside,Natural Air > Inside,countertop,,HP-502,aac0eeab6dc21836751ca27fe588aa00e7228bce
2025-10-18T17:25:40.629864+00:00,8.625,4,3,265,30,4200,True,176,153707.59,25.51,39.52,100867.28,coines,0x76,Natural Air > Inside,Natural Air > Inside,countertop,,HP-502,aac0eeab6dc21836751ca27fe588aa00e7228bce
2025-10-18T17:25:41.414950+00:00,0.7810000000026776,4,4,320,2,280,True,176,72976.05,26.61,39.53,100874.04,coines,0x76,Natural Air > Inside,Natural Air > Inside,countertop,,HP-502,aac0eeab6dc21836751ca27fe588aa00e7228bce
